duration_s,power_w
327,210.10397553516825
328,209.84756097560972
329,209.61398176291794
330,209.45151515151517
331,209.2809667673715
332,209.06325301204814
333,208.83483483483485
334,208.60479041916167
335,208.4
336,208.19940476190476
337,208.0059347181009
338,207.81065088757393
339,207.62241887905606
340,207.43529411764703
341,207.23460410557186
342,207.02923976608184
343,206.81049562682213
344,206.59302325581393
345,206.44637681159415
346,206.31502890173408
347,206.16138328530258
348,205.96264367816087
349,205.76504297994265
350,205.54571428571424
351,205.32193732193733
352,205.0965909090909
353,204.87535410764875
354,204.66101694915253
355,204.44507042253522
356,204.21629213483146
357,203.9775910364145
358,203.75418994413408
359,203.55988857938715
360,203.36944444444447
361,203.1551246537396
362,202.9281767955801
363,202.7658402203857
364,202.60989010989013
365,202.4301369863013
366,202.21038251366124
367,201.9782016348774
368,201.7445652173913
369,201.51761517615174
370,201.30810810810812
371,201.20485175202157
372,201.1478494623656
373,201.0697050938338
374,200.9171122994652
375,200.74666666666664
376,200.55585106382978
377,200.51724137931026
378,200.34920634920636
379,199.9788918205805
380,199.52894736842106
381,199.05511811023626
382,198.56544502617803
383,198.09138381201046
384,197.57552083333334
385,197.06233766233768
386,196.66321243523325
387,196.27390180878552
388,195.8943298969072
389,195.5321336760925
390,195.17948717948707
391,194.82097186700767
392,194.4566326530612
393,194.0966921119593
394,193.73857868020306
395,193.38481012658224
396,193.510101010101
397,193.6196473551636
398,193.70603015075375
399,193.78696741854637
400,193.8675
401,193.94763092269326
402,194.04477611940294
403,194.1786600496278
404,194.36386138613858
405,194.56049382716046
406,194.73152709359613
407,194.85012285012286
408,194.93137254901958
409,195.00000000000003
410,195.08780487804876
411,195.21167883211675
412,195.33252427184468
413,195.4406779661017
414,195.5531400966184
415,195.6867469879518
416,195.83894230769232
417,195.98800959232616
418,196.1244019138756
419,196.2505966587112
420,196.36666666666667
421,196.49643705463185
422,196.6563981042654
423,196.81087470449168
424,196.95283018867926
425,197.09647058823526
426,197.24178403755872
427,197.37470725995317
428,197.4742990654206
429,197.5454545454546
430,197.60697674418603
